frame_idx,timestamp,A_forehead_R_raw,A_forehead_G_raw,A_forehead_B_raw,A_forehead_R_BPF,A_forehead_G_BPF,A_forehead_B_BPF,A_forehead_R_BPFSG,A_forehead_G_BPFSG,A_forehead_B_BPFSG,A_forehead_rPPG,B_cheek_R_raw,B_cheek_G_raw,B_cheek_B_raw,B_cheek_R_BPF,B_cheek_G_BPF,B_cheek_B_BPF,B_cheek_R_BPFSG,B_cheek_G_BPFSG,B_cheek_B_BPFSG,B_cheek_rPPG,C_combined_R_raw,C_combined_G_raw,C_combined_B_raw,C_combined_R_BPF,C_combined_G_BPF,C_combined_B_BPF,C_combined_R_BPFSG,C_combined_G_BPFSG,C_combined_B_BPFSG,C_combined_rPPG
58,1777725427.550551,161.969260,139.940306,130.462500,0.134507,0.015598,0.058066,0.143038,0.009112,0.056444,0.004393,142.606122,134.292638,122.460569,-0.187382,-0.338136,-0.314043,-0.198859,-0.333167,-0.311625,-0.113376,149.060502,136.175194,125.127879,-0.080086,-0.220225,-0.190007,-0.084893,-0.219074,-0.188936,0.379791
59,1777725427.581538,161.877296,140.099235,130.307143,0.090779,0.051542,0.049838,0.102406,0.044147,0.057374,-0.005838,142.382872,134.277697,122.154592,-0.204074,-0.413563,-0.371217,-0.202303,-0.415132,-0.358818,-0.118368,148.881013,136.218209,124.872109,-0.105790,-0.258528,-0.230866,-0.100733,-0.262039,-0.220087,0.311694
60,1777725427.637830,161.877296,140.099235,130.307143,0.031896,0.052535,0.043371,0.029455,0.040039,0.050525,-0.019258,142.382872,134.277697,122.154592,-0.218982,-0.439738,-0.350051,-0.215150,-0.427217,-0.320845,-0.141400,148.881013,136.218209,124.872109,-0.135356,-0.275647,-0.218911,-0.133615,-0.271465,-0.197055,0.202752
61,1777725427.655491,162.239668,140.225255,130.617985,-0.042254,0.016667,0.043822,-0.065864,-0.002886,0.039898,-0.034007,142.651822,133.774927,122.058746,-0.226969,-0.402934,-0.238708,-0.234128,-0.362343,-0.193998,-0.120547,149.181104,135.925036,124.911826,-0.165397,-0.263067,-0.144531,-0.178040,-0.242524,-0.116033,0.068305
62,1777725427.675350,162.239668,140.225255,130.617985,-0.147730,-0.056111,0.039257,-0.166211,-0.067884,0.030623,-0.049357,142.651822,133.774927,122.058746,-0.239059,-0.270780,-0.032949,-0.249348,-0.240763,-0.008963,-0.027789,149.181104,135.925036,124.911826,-0.208616,-0.199224,-0.008880,-0.221635,-0.183136,0.004232,-0.056075
63,1777725427.710590,161.502595,139.648629,130.539535,-0.260280,-0.139909,0.031425,-0.245145,-0.127457,0.029470,-0.063960,142.476810,135.115806,123.574762,-0.248761,-0.076383,0.213092,-0.249393,-0.096617,0.183158,0.113158,148.818738,136.626747,125.896353,-0.252601,-0.097559,0.152536,-0.247977,-0.106897,0.131929,-0.134978
64,1777725427.722442,161.502595,139.648629,130.539535,-0.315296,-0.183125,0.035738,-0.277161,-0.152604,0.046637,-0.072429,142.476810,135.115806,123.574762,-0.232172,0.081682,0.387019,-0.222254,0.034128,0.329755,0.263290,148.818738,136.626747,125.896353,-0.259880,-0.006587,0.269925,-0.240556,-0.028116,0.235382,-0.155310
65,1777725427.733472,161.502595,139.648629,130.539535,-0.274204,-0.154853,0.064247,-0.245453,-0.125368,0.086985,-0.070975,142.476810,135.115806,123.574762,-0.170611,0.154129,0.430932,-0.155347,0.121728,0.390959,0.380010,148.818738,136.626747,125.896353,-0.205142,0.051135,0.308704,-0.185382,0.039363,0.289634,-0.120511
66,1777725427.777632,162.137538,139.911981,130.354737,-0.147780,-0.054830,0.131837,-0.145879,-0.044793,0.144341,-0.060033,142.508090,134.720700,122.990379,-0.052393,0.155312,0.362660,-0.039981,0.151690,0.349666,0.427498,149.051240,136.451127,125.445165,-0.084189,0.085265,0.285719,-0.075280,0.086196,0.281224,-0.047222
67,1777725427.840861,162.450621,140.553041,131.303728,0.018958,0.084061,0.224628,0.006074,0.071765,0.206528,-0.040777,142.934110,134.461826,122.708726,0.117476,0.123815,0.231026,0.121427,0.136041,0.229015,0.388348,149.439614,136.492231,125.573726,0.084637,0.110564,0.228894,0.082976,0.114616,0.221520,0.037775
